1	Sojamilch natur	l		18,5		37,000	1,80 €	24	6	10	1,5416666667	1542%	222	10	240		432,00 €	6,5	15	Granovita		1000
0	Sojamilch gesüßt	l							4													1000
0	Sojamilch X	l							4													1000
0	Hafermilch	l							4													1000
0	Hafermilch X	l							4													1000
0	Dinkelmilch	l							4													1000
0	Dinkelmilch X	l							4													1000
0	Hirsemilch	l							4													1000
0	Reismilch	l							4													1000
0	Hanfmilch	l							4													1000
0	Haselnussmilch	l							4													1000
0	Mandelmilch	l							4													1000
0	Pflanzenmilch a	l							4													1000
0	Pflanzenmilch a	l							4													1000
0	Pflanzenmilch a	l							4													1000
0	Pflanzenmilch a	l							4													1000
0	Pflanzenmilch a	l							4													1000
0	Pflanzenmilch a	l							4													1000
1	Tempeh natur	200g	2,410	7		2,410	3,89 €	1	4	9	2,4099722992	2169%	9,6398891967	10	10		38,90 €	4,1	19	tempehmanufaktur		200
1	Tempeh Knoblauch-Koriander	200g	2,702	7		2,702	3,89 €	1	4	9	2,701863354	2432%	10,8074534161	11	11		42,79 €	4,1	19	tempehmanufaktur		200
1	Tempeh Gyros	200g					3,89 €	1	4	9									19	tempehmanufaktur		200
1	Tempeh Mediterran	200g					3,89 €	1	4	9									19	tempehmanufaktur		200
1	Tempeh Sommergarten	200g					3,89 €	1	4	9									19	tempehmanufaktur		200
1	Tempeh Curry	200g					3,89 €	1	4	9									19	tempehmanufaktur		200
0	Tempeh a	200g					3,89 €	1	4	9									19	tempehmanufaktur		200
0	Tofu natur	400g							4													1
0	Tofu natur Großpackung	1kg							4													1
0	Tofu a								4													1
0	Tofu a								4													1
0	Tofu a								4													1
1	sonstige Waren								4													1
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													
0									4													0
0									4													0
						#NAME?					#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?				0
						#NAME?					#NAME?		#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?				0
						#NAME?					#NAME?		#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?				0
						#NAME?					#NAME?		#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?				0
																						0
																						0
																						0
																						0
